Review,Feature,Emotion
fine till plan almost expires lost weight toobut last 3 month constantly forcing renew planlast 2 week asked maintenance diet workout chart didnt provide thatthey constantly demotivate return old form dont renew planat last moment sending link referral didnt provide needed much business family till giving profit,"Review -> Weight Loss Plan, Diet Chart, Workout Plan, Customer Support, Referral Program",Positive
search food like sprout salad selecting item press back button doesnt take back searched food instead take back write food name search annoying since clicked wrong food want select available option cant take back main page write whole name search,"Review -> Search Functionality, Navigation, User Interface",Negative
hey love app change alarm time oneplus device automatically whenever add google widget time screen show different alarm tried uninstalling apps unistalled healthify wrong alarm went away please try solve please something cant without app,"Review -> Alarm Time Setting, Google Widget Integration, Uninstallation Process, Health and Fitness Tracking",Positive
purchased smart plan day decided cancel useful thought would absolutely refuse give refund even though day since bought even week done im purchasing plan cooling period wherein cancel get refund case useful way absolutely deny refunding back even asking hundred time done,"Review -> Refund Policy, Cooling Period, Cancellation Policy",Positive
app safe use dowloaded yesterday weird thing started happening alarm got set couldnt turn phone started hanging notification bar showed something running background visible phone restored back normal deleted app kindly look security issue,"Review -> App Installation, Security, Background Process, Notification, Alarm Setting, Phone Performance",Positive
free version app good 5 star think taking membership plan try hard sell expensive plan would ask sign asap discount code valid 5 min todayall jazz sensible person would think option carefully signing virtual guidance order see would work took week evaluate closed case stating undecided wo closing,"Review -> Membership Plan, Discount Offer, Virtual Guidance, Online Consultation, Diagnostic Lab Tests, Medicine Delivery",Positive
recent update resolved screen fixing issue cannot go back major header showing content diet every time logged close app restart able look header,"Review -> User Interface, Navigation, Header Display, App Restart, Content Display, Login/Logout Functionality",Positive
auto notification generated extremely misleading instance get update saying done well aced fact would updated detail number day clearly need fixed,"Review -> Notification System, Update Process, User Interface",Positive
happy customer instructor shabby job tick kind job involvement guidance lacking give missed call write isnt reachable whether loose still get paid recommending anyone asked refund cancellation policy convinced continue month show result open feedback waste time money,"Review -> Customer Support, Refund and Cancellation Policy, Payment Terms, Consultation Guidance, Medicine Delivery, Doctor Involvement",Positive
healthifyme im one subscription plan customer dont know subscription mean usually see word think general cancel plan anytime want currently 4 month since bought wanted cancel plan due health issue told team cant doesnt fall term condition today got know billing payment info fall privacy policy option app buying sale rep wasnt bothered mention detail also checked website well nowhere mentioned term condition would lot easier put asterisk write term condition applied aads team told responsibility ask term condition buying plan honestly didnt know since sale rep didnt even minimum courtesy tell refund policy purchasing plan even app option see billing detail easily even fault put important information privacy policy dont option called billing payment info least term condition app directly youre making fool customer like making difficult cancel plan highly messed ridiculous blame customer asking sale rep company term condition usually horrible term warned prior product electronic item lost buy related health make sure inform buyer everything making buyer like fool ridiculous term condition atleast add easy option app one notice billing payment option,"Review -> Subscription Plan, Cancellation Policy, Billing and Payment Information, Refund Policy, Transparency of Terms and Conditions, Customer Support, App Navigation and Information Display",Negative
great app would love use notification suck ive quit tracking multiple time bad ux understand need push paid program thats make money dont want cannot use tracking feature without getting chat conversation popups every single time happily pay simpler version allows use basic tracking without extra cost coaching fluff,"Review -> Notification System, Tracking Feature, User Experience, Payment Model, Coaching Feature",Positive
app good onle complaint mine set reminder doesnt ring alarm sound notification ring example reminder come time drink water ringbut notification come go drinking water know time drink water come busy household work please help reminder alarm sound,"Review -> Reminder Feature, Alarm Sound Notification",Positive
waste dont fall prey please check refund policy never ever book whole 1 year try 1 month deceived book 1 year later didnt like policy say refund forced stuck 1 year interest try day committing long yes booking customer executive promised refunded dont like program booked totally different attitude thats called cheating,"Review -> Refund Policy, Booking Policy, Customer Support",Negative
absolutely pathetic service come customer support technical team coach excellent rest pathetic like come customer support including technical team despite bringing issue notice sharing video recording etc via email several time one bother look video recording forget resolution response review dont ask email issue useless support team,Review -> Customer Support,Positive
great app great feature thing forcing give low rating damn slow booking studio session checking booked session detail take easy 3040 sec load fruatrating u want login last moment n screen take hell amount time much thought process put designing app best feature think amount thought process also given making user friendly time saving easy navigation screen,"Review -> Booking Studio Session, Login, Navigation, Loading Time, User Interface",Positive
activated 7 day free trial yesterday see app assigned coach vasvee today received weird 6 day diet plan showed total calorie intake 500 calorie messaged vasvee today morning asking healthy never received reply waited whole day today messaged get automated message saying leave earth would assign coach planning go leave whole point giving free trial see app help far one day trial plan wasted im sure wasted tomorrow also way going treat go premium plan dont think activating want trial plan reset proper coach assigned cannot help let know uninstall app recommending anyone else thankyou horrible experience,"Review -> Coach Assignment, Diet Plan, Calorie Intake, Automated Messaging, Customer Support, Free Trial Plan",Positive
21st centurywhere communication two continent country take place click swipe phoneand u connect consult professional point time within minits secondsbut app going premier plani found biggest weakpoint app wait long get replywhich vierd sadyoucannot call coach message,"Review -> Response Time, Consultation Feature, Messaging Feature, Calling Feature",Both Positive and Negative
mean freeloader would definitely subscribe app like service provides first like see worth app annoying within minute sign popups upgrade crazy exhausting cant use one basic feature without getting pop id suggest toning little letting people use feature first limited period time something,"Review -> In-App Purchases, Subscription Model, User Interface, Pop-up Ads, Free Trial or Limited Period Usage",Negative
changing faulty thing app asked correct many item passing idea one team without solution problem app 1 reply option text talk coach 2 way send pdf video file coach app 3 interface yoga app clumsy non functional many,"Review -> User Interface, Functionalality, File Sharing, Messaging, Video Capability, User Experience",Negative
helped well helping lot nice coach encouraging time keep track cant follow video tube require someone encourage guide,"Review -> Guidance and Encouragement, Video Tutorials, Tracking Progress, Accessibility",Positive
unable add food item hence unable track calorie searching food item add breakfast lunch always show result found already cleared cache troubleshooting option use also notification bit annoying cluster notification together hence making miss important reminder like water drinking please resolve,"Review -> Food Tracking, Calorie Tracking, Search Function, Cache Management, Notification Management, Reminder Functionality",Positive
really frustrating sync step used work fine app today working updated app tried connecting google fit still showing zero step 15 day since raised issue still cant sync google fit app,"Review -> Google Fit Integration, Step Tracking",Negative
app good one issue ut always show alarm clock sign top notification bar reinstalled twice changed every app setting yet clock sign show whenever sign app please help want sign gone,"Review -> Notification Management, Alarm Clock Feature",Positive
hi guy phone keep restarting sonce installed app must say app really really cool n many indian dish plz someone look app issue keep crashing restarting phone lenovo p2 also submitted log much possible techy luk n help continue use app otherwise forced uninstall wich want thanks buddy update reboot issue fixed still facing high frequent app crash,"Review -> App Stability, Crash Recovery, Compatibility",Positive
one early user pro plan dont fall sale pitch realtime feedback promised personalized approach every thing cookie cutter time response coach specific question lot preset response even related question coach dont even follow advice one many example diet coach asked avoid gluten kept adding gluten product diet,"Review -> Personalized Approach, Real-time Feedback, Customized Diet Plans",Positive
subject urgent access issue purchased subscription dear healthifyme support team im writing address frustrating issue paid subscription 100424 yet im still denied access premium feature payment processed app refuse acknowledge demand immediate resolution either grant access ive paid refund full amount without delay prompt action matter required,"Review -> Payment Processing, Access to Premium Features, Refund Policy",Positive
pathetic app lure money add extra change without knowledge dont even provide proof dont tell u term condition openly collaboration bank cost emi hate app apart process amount bank account 20 working day much interest pilled amount still cannot get answer,"Review -> Payment Processing, Transparency, Customer Support, Interest Rates, Loan Terms, Collaboration with Banks, EMI Options, Refund Process, Account Management 

Note: The review does not seem to be related to the Apollo 247 - Health & Medicine app, but rather a financial or banking app.",Negative
poor experience initially say full amount deducted instantly converted emi later amount credited source account deducted monthly basis everything lie amount deducted cannot converted emi cancellation policy initially say 100 refundable within 30days however later deduct processing fee,"Review -> Payment Processing, Refund Policy, EMI Conversion, Cancellation Policy",Negative
dont go paid version doesnt worth money spend cannot contact trainer directly book call slot available next day dont reply message instantly make lose interest discus go one month pack feel useful go 3 6 month plan dont fall discount given 6 month plan trap,"Review -> Paid Version, Direct Contact with Trainer, Booking Call Slot, Reply to Messages, Package Duration, Discount Offers",Positive
guy purely money minded stay away paid plan used paid service long timemore 2 year last 2 year increased charge 1000 every 34 month would increase 200 dont need diet coach even fitness coaching expensive personal coach gym app designed force buy expensive plan long time reinstalled app something called smart plan pay 200300 every month chose workout plan available option coach wanted try figured using premium plan earlier within hour smart plan vanished login want buy buy premium plan worth nothing know anything workout manage careful go nearby gym serious fitness weight loss etc,"Review -> Pricing, Subscription Plan, Coaching Services, Workout Plan, Login/Authentication, Premium Features",Positive
unprofessional disabled account n unable access r still taking monthly installment seems fraud also give information one email id put email id instead even asking change email id receive mail cant even stop installment trying contact unable account disabledhopefully reading review take action,"Review -> Account Management, Payment Processing, Email Notification, Customer Support",Negative
similar application application one like problem payment always rejected every time want make transaction ive tried type payment debit card credit card electronic money always say error transaction declined please help,Review -> Payment Processing,Positive
worthless premium membership buy would possible would asked cancellation refund selling promised gauranteed weight loss however service one benefit got similar review friend theyll send video follow video excercise alone room diet many thing wont possible follow cultfit much better group people energy high face face better,"Review -> None of the features mentioned in the review are directly related to Apollo 247 - Health & Medicine, the review seems to be about a weight loss or fitness program, possibly Cultfit.",Positive
good experience first written 199month plan recommended amount deducted complete year 2300 chatting ai group coach nothingyou pay extra 50007000 get service isnt mentioned first step even ai give diet planyour medical condition isnt taken account workout session given plus support hub wont revert within 2448 hour written,"Review -> Payment Plan, Diet Plan, Medical Condition Consideration, Workout Session, Customer Support, Refund Policy",Positive
hi team request enable feature client doesnt want share hisher credential one limit usage application non premium feature tried accessing application asked phone number email id without able go ahead proceeded delete application hopefully team find way u consist without asking personal information,"Review -> User Authentication, Data Privacy, Application Usage Limitations, Premium Features, Registration Process",Positive
really like app issue app unfortunately suffer severe endometriosis bilateral sacroilitise disorder available option list disease want follow app unable issue please help patient like would appreciate u make extra option people like thank,"Review -> Disease Management Options, Online Consultation, Medication Delivery",Positive
reason im giving 5 star serving size available indian dish like rice option bowl katori serving size rice doesnt make much sense wouldve better one plate indian dont eat bowl katoris rice kept large plate take small respective plate would really love see option plate added serving size,"Review -> Serving Size Options, Food Serving Units, Indian Food Options, User Interface",Positive
transparent policy give lot false information like cancel anytime get subscribe plan dont find useful try cancel come policy true detail money one way paid way getting back lost 25k better dont trust say enroll thorough check dont want get surprise later worst strategy earn money,"Review -> Subscription Plan, Cancellation Policy, Refund Policy",Negative
paid plan customer service responsive waited 4 day spoke senior take time see going eventually fix first guy done 5 minute compensation offered inconvinience travel overseas want pay 4 time renew usd either way better apps people focusing training rather dealing untrained customer service,"Review -> Customer Service, Compensation Policy, Renewal Process, Competitor Comparison, Training and Support",Positive
extremely irritating advt interferes everything play game limited time looong advt keep popping blocking everything obviously company making much money afford put frequent long advertisement commonsense least stop shown advt 300 time oh already downloaded app keep attack,"Review -> Ad Frequency, Ad Duration, User Experience, In-App Advertising",Negative
